x1i10hfl_href,x193iq5w,xdj266r,x1i10hfl,x1i10hfl_href_3,xi81zsa,xz74otr_src,xz74otr_src_2
https://www.facebook.com/yusri.sinechi?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNzQ1NDY2MDg5Nzk4Mzk3&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Yusri Sinechi,Kok kmu yg panas,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=745466089798397&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/yusri.sinechi?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTIzMjUyODM5NDE3MzczNQ%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Yusri Sinechi,itu kan halal,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1232528394173735&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=100036064328280&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNTcxNTM3NDMyNTE1NzI5Ng%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Putra Pasundan,Gitu amat si nyari duit,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=5715374325157296&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=100068201834313&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNDgyMDQwMTM2NjE3ODgz&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Syifa Aulia,Jiji gua liatnya,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=482040136617883&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=100072123952655&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNDcwNTc3MDQxMDk3NTI2&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Moci,Klok pns di depan mejax pasangin kipas bng,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=470577041097526&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,https://static.xx.fbcdn.net/images/emoji.php/v9/t53/1/16/1f605.png
https://www.facebook.com/mamah.arga.22?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNzM2OTI3NDYyMTU2NTYx&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Mamah Arga,Mantap,8 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=736927462156561&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=61567000192639&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTE0ODQ1ODc5OTk5MjgyMg%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Distributor Resmi Amster Goat,"Berani makan pedas, tapi udah siapin perlindungan buat lambung belum?  Btw, ada promo Susu Amster Goat nih buat yang butuh penjagaan ekstra!",24 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1148458799992822&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/t50/1/16/1f525.png,https://static.xx.fbcdn.net/images/emoji.php/v9/t4/1/16/1f60f.png
https://www.facebook.com/profile.php?id=100095600014903&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTE4ODY2NzkzMjE5OTMyNQ%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Muhammad Rizky,Kok gw yg kenyang ya,1tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1188667932199325&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk2-1.xx.fbcdn.net/v/t39.1997-6/70085836_2373235036250630_6575964198579208192_n.png?stp=cp0_dst-png_s110x80&_nc_cat=104&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeFD4ebW8rErKRxKoYQnOBmd7piWhR_nhFbumJaFH-eEVnpsVUdQdBjsOB9_WXDp1Rq8cnq_2WKR_emICOKjrev5&_nc_ohc=XgH_o8BGwuYQ7kNvwHJQ5ZE&_nc_oc=AdlNyFwnhjp3bx9Q6IIB6jskdbFeBnyHqTMMEDIijny-OMCd4Rwyl5d9vACx8708Qb8&_nc_zt=26&_nc_ht=scontent-cgk2-1.xx&_nc_gid=WjWXGr9lH0bWqkbe3pmZTA&oh=00_AfXOW6Jd6YmJZOyDrPmXkWK5nQ3TYX4sm4-BPSQhHNi12w&oe=68B1ABED,
https://www.facebook.com/yusri.sinechi?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNzQ2NzExODc4MDAyODkwNw%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Yusri Sinechi,Bukan nyiksa diri,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=7467118780028907&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/iis.bae.90475069?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNDQwNDEwOTA3NDQ3NDcz&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Iis,ngiler,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=440410907447473&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/risma.lini.92?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTAzMTY2OTQyMDgzOTM0OA%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Risma Lini,Ngidam mass M Ansori Azis,2 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1031669420839348&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/leni.nurliana.73?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTAzOTQ3MjY0NzYyMjA3Mw%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Leni Nurliana,Colab sama teh santy bang,14 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1039472647622073&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/rsrc.php/v4/y9/r/Z-dbClQDXLv.png?_nc_eui2=AeGgy9eemZWGA7pWvO-I5iVKHt-8970zicke37z3vTOJyRbM_4uvYJUNp9lcZAGY7PN2soyrtV7l8u-Peg3CpYsi,https://static.xx.fbcdn.net/images/emoji.php/v9/t4f/1/16/1f601.png
https://www.facebook.com/profile.php?id=100090087546392&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNTI5OTU2ODc5MjEwNjI4&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Dion Ariansyah,Mencret2 lu tanboy,2 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=529956879210628&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/alinzi.alinziyut?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMjEyMzE5ODY0ODE1MTA1&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Alinzi Lubba Ahmad,"Bang tanboy kun ada chalenn dari kakak ku tuhh di Seblak Jasmine Prasmanan belum ada yg berhasil menghabiskan 5 seblak komplit+5 gelas es teh manis,kalo ada yg berhasil lgsg dpt hadiah uang ces 5.000.000.monggo barangkali ada yg mau coba alamat di desa sitanggal,kec larangan,kab brebes.",2 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=212319864815105&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=100044844649155&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyMTQyMzU4OTQwOTk1&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Putri Bungsu Na Hjmarsin,"Mantul betul tu, tau besok pagi antri di wc",3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392142358940995&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/td4/1/16/1f606.png,https://static.xx.fbcdn.net/images/emoji.php/v9/td4/1/16/1f606.png
https://www.facebook.com/suli.dilan.94?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyMjQzNTAyMjY0MjE0&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Diansyah Nation,Enak bang maknya ke mau Nanges ke pedasan,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392243502264214&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/td0/1/16/1f602.png,https://static.xx.fbcdn.net/images/emoji.php/v9/td0/1/16/1f602.png
https://www.facebook.com/profile.php?id=61558479214271&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTIzNTUxMjUzMTA2NTUwNw%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Tian Yan,Hahahahahaha,38 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1235512531065507&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/iwanputra070791?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNjY4MzAwODU2MDM4ODg1&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Iwan Putra,Nice,15 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=668300856038885&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/yulia.karmelia?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMTcxNDkwOTAxMjc3MDQxOQ%3D%3D&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Yulia Carmelia,Bb,18 minggu,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=1714909012770419&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/profile.php?id=100084295290417&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfODc0NTg3ODM3MDMxMjE0&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Anggiitaa Hakiem,Lailla bebb,2 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=874587837031214&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,https://static.xx.fbcdn.net/images/emoji.php/v9/t73/1/16/1f979.png
https://www.facebook.com/monalisa.nuraisyah.5?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNDc5MDg5MjgzNTc5NjM1&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Monalisa Nuraisyah,Jadilah Member VIP di situs Lambo77,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=479089283579635&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/t84/1/16/1f381.png,https://static.xx.fbcdn.net/images/emoji.php/v9/t50/1/16/1f525.png
